Order Date,City,Category,Sales
2015-03-14,Roseville,Office Supplies,19.44
2015-03-15,Lehi,Technology,16.776
2015-03-16,Atlanta,Office Supplies,6412.7699999999995
2015-03-16,Auburn,Office Supplies,498.93
2015-03-16,Los Angeles,Furniture,43.13
2015-03-16,New York City,Office Supplies,17.52
2015-03-16,New York City,Technology,85.9
2015-03-16,Seattle,Furniture,171.96
2015-03-17,New York City,Office Supplies,33.82
2015-03-17,New York City,Technology,15.02
2015-03-19,Houston,Furniture,383.4656
2015-03-19,Houston,Office Supplies,65.584
2015-03-19,Lancaster,Office Supplies,10.9
2015-03-19,Los Angeles,Office Supplies,11.96
2015-03-19,North Miami,Office Supplies,14.496
2015-03-19,San Bernardino,Office Supplies,105.688
2015-03-19,Seattle,Office Supplies,1457.3400000000001
2015-03-19,Seattle,Technology,3603.506
2015-03-20,Carrollton,Office Supplies,21.376
2015-03-20,Milwaukee,Office Supplies,51.84
2015-03-20,New York City,Office Supplies,1245.694
2015-03-20,New York City,Technology,199.98
2015-03-20,Salem,Office Supplies,29.304
2015-03-21,Jacksonville,Office Supplies,1270.3790000000001
2015-03-22,Houston,Office Supplies,143.68
2015-03-22,Houston,Technology,18.392
2015-03-22,Huntsville,Office Supplies,19.56
2015-03-22,Plantation,Office Supplies,150.408
2015-03-22,Plantation,Technology,447.944
2015-03-22,San Diego,Furniture,91.96
2015-03-22,San Diego,Office Supplies,105.52
2015-03-22,San Diego,Technology,1487.976
2015-03-22,Thousand Oaks,Technology,15.984
2015-03-23,Florence,Office Supplies,59.480000000000004
2015-03-23,Houston,Furniture,107.772
2015-03-23,Los Angeles,Office Supplies,226.07999999999998
2015-03-23,Los Angeles,Technology,239.97
2015-03-24,Coral Springs,Office Supplies,6.992
2015-03-24,Covington,Furniture,46.9
2015-03-24,Peoria,Furniture,359.058
2015-03-26,Miami,Office Supplies,74.352
2015-03-26,New York City,Office Supplies,1098.53
2015-03-26,Philadelphia,Office Supplies,40.032
2015-03-26,Philadelphia,Technology,16.776
2015-03-26,Seattle,Furniture,3393.68
2015-03-27,Seattle,Office Supplies,83.7
2015-03-28,Los Angeles,Office Supplies,33.4
2015-03-28,Los Angeles,Technology,166.24
2015-03-28,New York City,Office Supplies,22.92
2015-03-28,Philadelphia,Office Supplies,20.784
2015-03-29,Jacksonville,Furniture,1166.92
2015-03-29,New York City,Office Supplies,17.64
2015-03-29,San Diego,Furniture,19.92
2015-03-29,San Diego,Office Supplies,222.51
2015-03-29,San Diego,Technology,53.25
2015-03-29,Seattle,Office Supplies,73.28
2015-03-29,Springfield,Office Supplies,5.56
2015-03-30,Chicago,Office Supplies,23.52
2015-03-30,Chicago,Technology,180.96
2015-03-30,Normal,Furniture,366.744
2015-03-31,Houston,Furniture,22.38
2015-03-31,Houston,Office Supplies,98.376
2015-03-31,Jacksonville,Technology,79.96
2015-04-02,Dallas,Office Supplies,32.192
2015-04-02,Dallas,Technology,98.096
2015-04-02,Houston,Office Supplies,9.156
2015-04-02,Los Angeles,Technology,71.976
2015-04-02,Mesa,Technology,87.8
2015-04-04,Lansing,Office Supplies,662.676
2015-04-04,Lansing,Technology,610.9300000000001
2015-04-04,New York City,Furniture,108.4
2015-04-04,New York City,Office Supplies,102.59199999999998
2015-04-05,Bristol,Office Supplies,157.794
2015-04-05,Los Angeles,Furniture,892.224
2015-04-05,Philadelphia,Furniture,907.17
2015-04-05,Philadelphia,Office Supplies,696.252
2015-04-05,Philadelphia,Technology,56.838
2015-04-05,Spokane,Office Supplies,23.84
2015-04-05,Spokane,Technology,239.94
2015-04-06,Houston,Office Supplies,66.56400000000001
2015-04-06,Houston,Technology,25.488
2015-04-06,Jacksonville,Office Supplies,47.952
2015-04-07,New York City,Office Supplies,48.5
2015-04-07,Philadelphia,Office Supplies,11.736
2015-04-07,San Antonio,Office Supplies,463.248
2015-04-07,San Antonio,Technology,383.952
2015-04-09,Long Beach,Furniture,369.912
2015-04-09,New York City,Office Supplies,17.94
2015-04-09,Norwich,Office Supplies,370.14
2015-04-10,Rochester,Office Supplies,156.70999999999998
2015-04-10,Sacramento,Office Supplies,12.832
2015-04-11,Los Angeles,Office Supplies,52.76
2015-04-11,Los Angeles,Technology,639.968
2015-04-11,New York City,Office Supplies,406.6
2015-04-11,New York City,Technology,107.13
2015-04-11,Tampa,Furniture,121.888
2015-04-12,Seattle,Office Supplies,40.74
2015-04-13,Farmington,Office Supplies,12.88
2015-04-13,Glendale,Office Supplies,10.744
2015-04-13,Huntsville,Furniture,821.3520000000001
2015-04-13,Huntsville,Technology,239.976
2015-04-13,Los Angeles,Furniture,279.248
2015-04-13,Los Angeles,Office Supplies,75.84
2015-04-13,Los Angeles,Technology,738.4960000000001
2015-04-13,Mesa,Office Supplies,85.92
2015-04-13,Norfolk,Office Supplies,17.43
2015-04-13,Pomona,Furniture,710.832
2015-04-13,Pomona,Technology,199.96
2015-04-14,Springfield,Office Supplies,35.208
2015-04-16,Evanston,Technology,1483.528
2015-04-16,New York City,Furniture,127.764
2015-04-16,Philadelphia,Office Supplies,12.576
2015-04-16,Toledo,Office Supplies,120.422
2015-04-16,Toledo,Technology,118.782
2015-04-16,Waynesboro,Furniture,1720.12
2015-04-16,Waynesboro,Office Supplies,9.14
2015-04-16,Waynesboro,Technology,569.64
2015-04-17,New York City,Office Supplies,73.006
2015-04-17,New York City,Technology,99.6
2015-04-17,San Francisco,Office Supplies,1465.17
2015-04-17,San Francisco,Technology,1107.33
2015-04-18,Los Angeles,Office Supplies,1009.13
2015-04-18,Mcallen,Furniture,56.686
2015-04-18,Mcallen,Office Supplies,103.56400000000001
2015-04-18,Mcallen,Technology,384.16
2015-04-18,Monroe,Technology,106.5
2015-04-18,New Albany,Furniture,96.14999999999999
2015-04-18,New Albany,Office Supplies,113.4
2015-04-18,New York City,Office Supplies,21.93
2015-04-18,Santa Maria,Office Supplies,115.44
2015-04-19,Carrollton,Office Supplies,329.96
2015-04-20,Columbus,Furniture,595.38
2015-04-20,Columbus,Office Supplies,12.96
2015-04-20,Columbus,Technology,287.97
2015-04-20,Detroit,Office Supplies,180.96
2015-04-20,Houston,Office Supplies,117.456
2015-04-21,Louisville,Furniture,401.84000000000003
2015-04-21,Louisville,Office Supplies,21.3
2015-04-21,Louisville,Technology,469.95
2015-04-22,Los Angeles,Office Supplies,64.14
2015-04-22,Los Angeles,Technology,88.776
2015-04-24,New York City,Office Supplies,25.99
2015-04-25,Aurora,Furniture,128.058
2015-04-25,Aurora,Office Supplies,221.024
2015-04-25,Los Angeles,Office Supplies,35.284
2015-04-25,Milwaukee,Office Supplies,330.15
2015-04-25,New York City,Office Supplies,206.43
2015-04-26,Daytona Beach,Furniture,191.5155
2015-04-26,Daytona Beach,Office Supplies,2.624
2015-04-26,Houston,Furniture,408.422
2015-04-26,Memphis,Furniture,928.976
2015-04-26,Memphis,Office Supplies,72.784
2015-04-26,San Diego,Furniture,63.936
2015-04-26,San Diego,Office Supplies,109.872
2015-04-26,San Diego,Technology,311.976
2015-04-27,Aurora,Office Supplies,49.400000000000006
2015-04-27,Washington,Furniture,1267.53
2015-04-27,Washington,Office Supplies,22.74
2015-04-27,Washington,Technology,1379.92
2015-04-28,Houston,Office Supplies,44.660000000000004
2015-04-28,Midland,Office Supplies,3999.7019999999998
2015-04-29,Philadelphia,Office Supplies,7.968
2015-04-30,Chicago,Furniture,213.115
2015-04-30,Lawrence,Furniture,65.18
2015-04-30,Lawrence,Office Supplies,6.48
2015-04-30,Lawrence,Technology,209.5
2015-04-30,San Francisco,Office Supplies,34.65
2015-04-30,San Francisco,Technology,19.8
2015-04-30,Troy,Technology,1022.97
2015-05-01,Los Angeles,Technology,88.752
2015-05-01,San Francisco,Office Supplies,84.55600000000001
2015-05-01,Tampa,Furniture,63.552
2015-05-01,Tampa,Office Supplies,214.08
2015-05-02,Houston,Office Supplies,8.856
2015-05-02,Houston,Technology,158.376
2015-05-03,Chula Vista,Furniture,665.88
2015-05-03,Philadelphia,Furniture,844.116
2015-05-03,Philadelphia,Office Supplies,186.51999999999998
2015-05-03,Philadelphia,Technology,27.552
2015-05-03,San Francisco,Office Supplies,120.884
2015-05-03,San Francisco,Technology,339.96
2015-05-03,San Jose,Office Supplies,13.848
2015-05-04,Houston,Technology,946.344
2015-05-04,Indianapolis,Office Supplies,125.93
2015-05-04,New York City,Furniture,26.8
2015-05-04,Tinley Park,Furniture,22.288
2015-05-07,Allen,Furniture,244.006
2015-05-07,Allen,Office Supplies,15.936
2015-05-07,Owensboro,Office Supplies,45.68
2015-05-08,Cuyahoga Falls,Furniture,8.352
2015-05-08,Minneapolis,Furniture,123.96
2015-05-08,Minneapolis,Office Supplies,43.98
2015-05-08,Minneapolis,Technology,377.97
2015-05-08,New York City,Furniture,207.204
2015-05-08,New York City,Office Supplies,415.31
2015-05-08,New York City,Technology,2799.944
2015-05-08,Salem,Office Supplies,5.248
2015-05-09,Louisville,Office Supplies,48.81
2015-05-10,Aurora,Office Supplies,107.75399999999999
2015-05-10,Louisville,Technology,46.688
2015-05-11,Phoenix,Furniture,191.968
2015-05-12,Houston,Furniture,21.968
2015-05-12,Houston,Office Supplies,127.904
2015-05-12,Houston,Technology,619.152
2015-05-12,Louisville,Technology,201.584
2015-05-12,New York City,Office Supplies,36.63
2015-05-12,San Francisco,Office Supplies,38.519999999999996
2015-05-12,Seattle,Office Supplies,14.592
2015-05-13,Chicago,Office Supplies,16.0
2015-05-13,Chicago,Technology,222.384
2015-05-14,Camarillo,Furniture,1452.7875
2015-05-14,Chester,Office Supplies,570.492
2015-05-14,Los Angeles,Office Supplies,1117.92
2015-05-15,Philadelphia,Office Supplies,51.968
2015-05-15,Roswell,Office Supplies,17.94
2015-05-16,Jacksonville,Technology,255.968
2015-05-17,Houston,Office Supplies,47.368
2015-05-17,Long Beach,Office Supplies,87.1
2015-05-18,Los Angeles,Office Supplies,10.86
2015-05-20,Wilson,Furniture,163.136
2015-05-20,Wilson,Office Supplies,6.408
2015-05-21,Frankfort,Office Supplies,20.768
2015-05-21,Philadelphia,Office Supplies,24.588
2015-05-21,Seattle,Office Supplies,26.976
2015-05-22,Los Angeles,Office Supplies,113.05000000000001
2015-05-22,Los Angeles,Technology,3749.0480000000002
2015-05-23,Columbia,Office Supplies,186.69
2015-05-23,Detroit,Furniture,75.33
2015-05-23,Detroit,Office Supplies,850.5
2015-05-23,Phoenix,Office Supplies,140.986
2015-05-23,Woonsocket,Office Supplies,51.45
2015-05-24,Naperville,Furniture,602.651
2015-05-24,Naperville,Office Supplies,7.656
2015-05-25,Columbia,Technology,467.04
2015-05-25,Haltom City,Office Supplies,54.736000000000004
2015-05-25,Haltom City,Technology,207.984
2015-05-25,Pueblo,Office Supplies,845.728
2015-05-25,San Francisco,Furniture,14.73
2015-05-25,Wichita,Office Supplies,149.2
2015-05-26,Bellevue,Furniture,20.24
2015-05-26,Jacksonville,Office Supplies,184.224
2015-05-26,Jacksonville,Technology,167.944
2015-05-26,San Antonio,Furniture,210.616
2015-05-26,San Antonio,Technology,399.54
2015-05-28,Freeport,Office Supplies,60.870000000000005
2015-05-28,Manchester,Office Supplies,93.78999999999999
2015-05-28,Rochester,Office Supplies,586.866
2015-05-28,Rochester,Technology,45.99
2015-05-28,Seattle,Office Supplies,6.63
2015-05-29,Cleveland,Office Supplies,85.056
2015-05-29,Columbus,Furniture,358.626
2015-05-29,Columbus,Office Supplies,8.04
2015-05-29,Indianapolis,Office Supplies,12.39
2015-05-29,Seattle,Office Supplies,740.73
2015-05-30,New York City,Office Supplies,160.32
2015-05-30,New York City,Technology,368.82
2015-05-30,Springfield,Technology,151.96
2015-05-31,Chicago,Furniture,51.56
2015-05-31,Chicago,Office Supplies,182.956
2015-05-31,Fayetteville,Office Supplies,10.272
2015-05-31,Long Beach,Office Supplies,7.56
2015-05-31,Minneapolis,Furniture,2567.84
2015-05-31,Norwich,Furniture,22.2
2015-05-31,Orem,Furniture,1406.86
2015-05-31,Orem,Office Supplies,338.85
2015-05-31,Paterson,Furniture,8.28
2015-05-31,Paterson,Office Supplies,336.98
2015-05-31,San Jose,Office Supplies,244.77999999999997
2015-06-01,Detroit,Office Supplies,432.59000000000003
2015-06-01,Detroit,Technology,341.88
2015-06-01,Los Angeles,Office Supplies,11.76
2015-06-01,San Antonio,Office Supplies,47.968
2015-06-04,Los Angeles,Technology,1109.95
2015-06-04,New York City,Furniture,35.28
2015-06-04,New York City,Office Supplies,30.44
2015-06-04,Seattle,Office Supplies,16.64
2015-06-05,Buffalo,Furniture,1522.638
2015-06-05,Saint Charles,Office Supplies,10.56
2015-06-07,Los Angeles,Office Supplies,7.52
2015-06-07,Philadelphia,Office Supplies,52.248000000000005
2015-06-08,Chicago,Office Supplies,143.128
2015-06-08,Chicago,Technology,2.376
2015-06-08,Saint Petersburg,Furniture,173.208
2015-06-08,Saint Petersburg,Office Supplies,764.4000000000001
2015-06-09,Hampton,Office Supplies,113.1
2015-06-09,Miami,Office Supplies,102.72
2015-06-09,Miami,Technology,72.6
2015-06-09,Pocatello,Furniture,355.36
2015-06-09,Pocatello,Technology,140.376
2015-06-09,Royal Oak,Office Supplies,12.96
2015-06-11,Lakeland,Furniture,1172.592
2015-06-11,Lakeland,Office Supplies,1743.568
2015-06-11,Lakeland,Technology,249.584
2015-06-11,Monroe,Furniture,29.16
2015-06-11,Monroe,Office Supplies,124.96
2015-06-11,Monroe,Technology,53.7
2015-06-12,Columbus,Office Supplies,24.56
2015-06-12,Newark,Office Supplies,29.9
2015-06-12,Philadelphia,Furniture,43.296
2015-06-12,Philadelphia,Office Supplies,20.736
2015-06-12,West Palm Beach,Technology,55.984
2015-06-13,Decatur,Office Supplies,76.32
2015-06-13,Decatur,Technology,899.97
2015-06-13,Lewiston,Office Supplies,38.1
2015-06-13,Lewiston,Technology,67.98
2015-06-13,Los Angeles,Office Supplies,36.624
2015-06-13,Roswell,Office Supplies,6.48
2015-06-13,Springfield,Office Supplies,3.424
2015-06-14,Philadelphia,Furniture,51.072
2015-06-15,Gilbert,Furniture,404.96000000000004
2015-06-15,Gilbert,Office Supplies,91.93599999999999
2015-06-15,Los Angeles,Technology,225.576
2015-06-15,Tampa,Technology,11.672
2015-06-16,Grand Prairie,Furniture,197.372
2015-06-16,Grand Prairie,Office Supplies,55.968
2015-06-16,New York City,Office Supplies,3050.376
2015-06-16,New York City,Technology,133.98
2015-06-16,Philadelphia,Office Supplies,6.208
2015-06-18,Arlington,Furniture,60.84
2015-06-18,Arlington,Office Supplies,517.6600000000001
2015-06-18,Arlington,Technology,467.97
2015-06-18,Miami,Office Supplies,13.632
2015-06-18,Peoria,Furniture,75.36
2015-06-18,Peoria,Office Supplies,25.644
2015-06-18,San Diego,Office Supplies,51.98
2015-06-18,Smyrna,Furniture,643.136
2015-06-18,Smyrna,Office Supplies,26.865000000000002
2015-06-19,Dallas,Office Supplies,5.792
2015-06-19,Houston,Office Supplies,228.92
2015-06-19,Los Angeles,Furniture,12.56
2015-06-19,Los Angeles,Office Supplies,193.17
2015-06-19,Philadelphia,Office Supplies,5.904
2015-06-20,Aurora,Technology,125.944
2015-06-20,Philadelphia,Technology,319.984
2015-06-20,San Francisco,Furniture,257.64
2015-06-20,San Francisco,Technology,125.976
2015-06-21,Deltona,Technology,107.976
2015-06-22,Aurora,Furniture,796.425
2015-06-22,Layton,Office Supplies,4.96
2015-06-22,Rochester,Office Supplies,1217.568
2015-06-23,East Point,Furniture,27.42
2015-06-23,East Point,Office Supplies,165.98
2015-06-23,East Point,Technology,75.0
2015-06-23,Long Beach,Office Supplies,5.43
2015-06-23,Long Beach,Technology,361.56
2015-06-23,Olympia,Technology,201.568
2015-06-25,Houston,Furniture,75.384
2015-06-25,Houston,Office Supplies,53.544
2015-06-25,Los Angeles,Office Supplies,413.942
2015-06-25,Philadelphia,Office Supplies,109.36
2015-06-25,San Francisco,Furniture,204.85
2015-06-26,Houston,Technology,971.88
2015-06-26,Lakewood,Office Supplies,43.056
2015-06-26,Richmond,Furniture,332.94
2015-06-26,Richmond,Office Supplies,202.42000000000002
2015-06-26,Taylor,Technology,41.9
2015-06-28,Gilbert,Furniture,621.76
2015-06-28,Gilbert,Office Supplies,5.904
2015-06-28,Smyrna,Office Supplies,260.31
2015-06-28,Troy,Furniture,482.94
2015-06-28,Troy,Office Supplies,15.552
2015-06-29,Lancaster,Furniture,20.104
2015-06-29,New York City,Furniture,117.882
2015-06-29,New York City,Office Supplies,24.96
2015-06-29,Omaha,Technology,269.98
2015-07-02,Carol Stream,Furniture,790.538
2015-07-02,Carol Stream,Office Supplies,515.272
2015-07-02,Hollywood,Office Supplies,27.503999999999998
2015-07-02,Houston,Office Supplies,32.784
2015-07-02,New York City,Office Supplies,19.44
2015-07-02,Raleigh,Furniture,159.84
2015-07-02,Raleigh,Office Supplies,12.283999999999999
2015-07-02,Raleigh,Technology,74.24
2015-07-03,Philadelphia,Furniture,451.352
2015-07-03,Philadelphia,Office Supplies,6.72
2015-07-03,Richmond,Furniture,70.98
2015-07-03,Richmond,Office Supplies,294.93
2015-07-04,Milwaukee,Technology,1099.96
2015-07-04,New York City,Office Supplies,15.48
2015-07-04,San Diego,Office Supplies,22.848
2015-07-05,Charlotte,Furniture,4.928
2015-07-05,Charlotte,Office Supplies,11.784
2015-07-05,Fayetteville,Furniture,4.928
2015-07-05,Fayetteville,Office Supplies,7.23
2015-07-05,Philadelphia,Office Supplies,38.976
2015-07-05,Philadelphia,Technology,34.8
2015-07-05,Sterling Heights,Office Supplies,19.0
2015-07-06,Holyoke,Furniture,301.96
2015-07-06,New York City,Furniture,169.78
2015-07-06,New York City,Office Supplies,601.65
2015-07-06,New York City,Technology,124.95
2015-07-06,Pasadena,Furniture,170.352
2015-07-06,Vineland,Office Supplies,11.12
2015-07-08,Houston,Office Supplies,21.12
2015-07-09,Clinton,Furniture,181.96
2015-07-09,Clinton,Office Supplies,486.89
2015-07-09,Clinton,Technology,464.97
2015-07-09,Dallas,Office Supplies,48.632
2015-07-09,Franklin,Office Supplies,129.52
2015-07-09,Nashville,Office Supplies,5.16
2015-07-09,Philadelphia,Technology,269.982
2015-07-10,San Bernardino,Office Supplies,39.92
2015-07-10,Tempe,Office Supplies,3.366
2015-07-11,Philadelphia,Furniture,656.6320000000001
2015-07-11,Philadelphia,Office Supplies,20.102
2015-07-11,Seattle,Office Supplies,128.322
2015-07-11,Wilmington,Furniture,199.836
2015-07-11,Wilmington,Office Supplies,221.06
2015-07-11,Wilmington,Technology,716.0
2015-07-12,Amarillo,Technology,307.168
2015-07-12,Chicago,Furniture,391.367
2015-07-12,Chicago,Office Supplies,8.84
2015-07-12,Chicago,Technology,1345.192
2015-07-13,Houston,Office Supplies,41.568
2015-07-13,Macon,Office Supplies,38.88
2015-07-13,New York City,Furniture,1931.04
2015-07-13,New York City,Office Supplies,21.768
2015-07-14,Mesa,Furniture,569.684
2015-07-14,Mesa,Office Supplies,291.23199999999997
2015-07-16,Baltimore,Furniture,150.98
2015-07-16,Baltimore,Office Supplies,148.77
2015-07-16,New York City,Office Supplies,80.88
2015-07-16,New York City,Technology,599.9
2015-07-16,San Francisco,Furniture,2048.8559999999998
2015-07-17,Bakersfield,Furniture,195.466
2015-07-17,Houston,Office Supplies,20.696
2015-07-17,Port Saint Lucie,Furniture,231.92
2015-07-18,New York City,Furniture,7.38
2015-07-18,New York City,Office Supplies,9.088
2015-07-18,New York City,Technology,135.99
2015-07-18,San Diego,Technology,519.96
2015-07-19,Phoenix,Office Supplies,2.025
2015-07-20,Highland Park,Furniture,1298.374
2015-07-20,Highland Park,Office Supplies,2.88
2015-07-20,Highland Park,Technology,153.584
2015-07-20,South Bend,Office Supplies,407.13
2015-07-20,South Bend,Technology,831.2
2015-07-23,New York City,Furniture,128.82
2015-07-23,New York City,Office Supplies,68.94
2015-07-23,Rochester,Office Supplies,10.512
2015-07-24,Louisville,Furniture,20.94
2015-07-24,Louisville,Office Supplies,225.15
2015-07-24,Louisville,Technology,279.86
2015-07-25,Los Angeles,Technology,623.96
2015-07-25,Montgomery,Furniture,358.58
2015-07-25,Montgomery,Office Supplies,98.46
2015-07-25,Philadelphia,Office Supplies,25.176
2015-07-25,Seattle,Furniture,1266.4679999999998
2015-07-25,Seattle,Office Supplies,22.380000000000003
2015-07-26,Glendale,Furniture,266.352
2015-07-26,Mesa,Furniture,393.165
2015-07-26,Oxnard,Office Supplies,131.48000000000002
2015-07-26,Philadelphia,Office Supplies,10.368
2015-07-26,San Francisco,Office Supplies,167.86
2015-07-27,Louisville,Technology,29.97
2015-07-30,Houston,Office Supplies,61.792
2015-07-30,Lakeville,Furniture,155.88
2015-07-30,San Francisco,Furniture,5.28
2015-07-30,San Francisco,Office Supplies,10.92
2015-07-30,San Francisco,Technology,209.93
2015-07-31,Hattiesburg,Technology,239.7
2015-07-31,New York City,Furniture,1090.782
2015-07-31,New York City,Office Supplies,19.44
2015-07-31,New York City,Technology,2309.65
2015-07-31,Saint Louis,Office Supplies,52.59
2015-08-01,Los Angeles,Furniture,1004.976
2015-08-01,Los Angeles,Office Supplies,6.72
2015-08-02,Providence,Furniture,110.98
2015-08-02,Providence,Office Supplies,8.4
2015-08-02,Providence,Technology,328.83
2015-08-02,Seattle,Office Supplies,6.368
2015-08-02,Seattle,Technology,558.4
2015-08-02,Springfield,Furniture,277.5
2015-08-05,Dallas,Furniture,14.76
2015-08-05,Dallas,Office Supplies,57.89
2015-08-06,Houston,Furniture,369.1992
2015-08-06,Houston,Office Supplies,125.67
2015-08-07,Bakersfield,Office Supplies,19.152
2015-08-07,Baltimore,Office Supplies,77.58
2015-08-07,Boise,Office Supplies,3.304
2015-08-07,Kirkwood,Furniture,212.94
2015-08-07,Kirkwood,Office Supplies,28.4
2015-08-07,Philadelphia,Office Supplies,106.8
2015-08-07,Springfield,Office Supplies,25.06
2015-08-07,Springfield,Technology,494.97
2015-08-08,Lawrence,Office Supplies,601.44
2015-08-08,San Francisco,Furniture,144.784
2015-08-08,San Francisco,Office Supplies,13.888
2015-08-08,Utica,Technology,79.99
2015-08-09,Detroit,Furniture,622.45
2015-08-09,Detroit,Office Supplies,24.18
2015-08-09,Jacksonville,Office Supplies,4.608
2015-08-09,Milwaukee,Furniture,687.4
2015-08-09,New York City,Furniture,446.02599999999995
2015-08-09,New York City,Office Supplies,1557.998
2015-08-09,New York City,Technology,1535.73
2015-08-10,Detroit,Office Supplies,64.75
2015-08-10,Eagan,Office Supplies,74.94
2015-08-10,Redmond,Office Supplies,133.472
2015-08-10,Redmond,Technology,578.312
2015-08-11,New York City,Office Supplies,11.96
2015-08-11,New York City,Technology,138.0
2015-08-11,Raleigh,Furniture,46.152
2015-08-13,Greensboro,Office Supplies,64.68
2015-08-13,Marietta,Office Supplies,5.64
2015-08-13,Philadelphia,Office Supplies,422.856
2015-08-13,Pomona,Furniture,31.56
2015-08-13,Richmond,Office Supplies,11.36
2015-08-13,Yucaipa,Office Supplies,50.8
2015-08-15,Los Angeles,Office Supplies,323.1
2015-08-15,Oakland,Furniture,104.23
2015-08-15,Oakland,Office Supplies,70.26
2015-08-16,Philadelphia,Furniture,555.822
2015-08-16,Philadelphia,Office Supplies,71.81400000000001
2015-08-16,Philadelphia,Technology,550.9680000000001
2015-08-16,Phoenix,Office Supplies,320.368
2015-08-16,Phoenix,Technology,1879.96
2015-08-17,New Bedford,Office Supplies,52.2
2015-08-17,Peoria,Office Supplies,46.559999999999995
2015-08-17,Peoria,Technology,282.88
2015-08-21,Allentown,Office Supplies,815.716
2015-08-21,Allentown,Technology,21.728
2015-08-21,Florence,Office Supplies,53.28
2015-08-21,San Francisco,Furniture,1130.406
2015-08-21,San Francisco,Office Supplies,169.12
2015-08-21,Springfield,Furniture,624.442
2015-08-21,Springfield,Office Supplies,12.828
2015-08-22,New York City,Office Supplies,66.632
2015-08-23,Atlanta,Office Supplies,890.5200000000001
2015-08-23,Atlanta,Technology,251.91
2015-08-23,Bolingbrook,Office Supplies,59.848
2015-08-24,Arlington,Furniture,918.785
2015-08-24,Arlington,Office Supplies,1726.236
2015-08-24,Bowling Green,Office Supplies,442.416
2015-08-24,Bowling Green,Technology,26.982
2015-08-24,Florence,Technology,3747.9300000000003
2015-08-24,New York City,Furniture,299.274
2015-08-24,New York City,Technology,26.0
2015-08-24,Portland,Office Supplies,7.152
2015-08-25,Houston,Furniture,27.983999999999998
2015-08-25,Houston,Office Supplies,3.798
2015-08-25,Los Angeles,Furniture,40.784
2015-08-25,Los Angeles,Office Supplies,105.96
2015-08-27,Los Angeles,Office Supplies,5.104
2015-08-27,Murrieta,Office Supplies,484.65
2015-08-27,San Diego,Office Supplies,150.22
2015-08-28,Chicago,Technology,2799.96
2015-08-28,Dallas,Furniture,103.481
2015-08-28,Dallas,Technology,1099.96
2015-08-28,Fairfield,Office Supplies,470.36
2015-08-28,Los Angeles,Furniture,311.826
2015-08-28,Los Angeles,Office Supplies,1662.53
2015-08-28,Los Angeles,Technology,43.176
2015-08-29,Detroit,Technology,246.5
2015-08-31,Bedford,Office Supplies,20.96
2015-08-31,Los Angeles,Office Supplies,58.32
2015-08-31,San Diego,Technology,555.96
2015-08-31,San Francisco,Furniture,1552.831
2015-08-31,San Francisco,Office Supplies,137.24
2015-08-31,San Francisco,Technology,276.486
2015-09-01,Franklin,Furniture,185.1
2015-09-01,Franklin,Office Supplies,1203.36
2015-09-01,Los Angeles,Office Supplies,19.12
2015-09-01,Los Angeles,Technology,959.984
2015-09-03,Bristol,Office Supplies,137.62
2015-09-03,Bristol,Technology,100.49
2015-09-03,Durham,Office Supplies,200.984
2015-09-03,Holland,Office Supplies,7.5
2015-09-03,New York City,Office Supplies,120.33
2015-09-03,Philadelphia,Office Supplies,755.096
2015-09-03,San Francisco,Furniture,129.568
2015-09-03,San Francisco,Office Supplies,37.808
2015-09-03,San Francisco,Technology,147.35
2015-09-03,Tucson,Furniture,238.152
2015-09-04,Houston,Technology,134.376
2015-09-04,Medford,Office Supplies,9.762
2015-09-04,Philadelphia,Office Supplies,7.656
2015-09-04,Roswell,Office Supplies,299.53999999999996
2015-09-04,Roswell,Technology,619.95
2015-09-05,Charlottesville,Furniture,67.96
2015-09-05,Houston,Office Supplies,89.86
2015-09-05,Rochester,Furniture,6.16
2015-09-05,Rochester,Office Supplies,36.84
2015-09-05,San Diego,Furniture,704.531
2015-09-05,San Diego,Office Supplies,28.752
2015-09-06,La Quinta,Technology,46.32
2015-09-06,Lafayette,Furniture,85.98
2015-09-06,Nashville,Office Supplies,7.24
2015-09-06,New York City,Furniture,271.764
2015-09-06,New York City,Office Supplies,8.39
2015-09-06,New York City,Technology,337.98
2015-09-06,Richmond,Office Supplies,46.62
2015-09-06,Seattle,Furniture,191.82
2015-09-06,Seattle,Office Supplies,6.096
2015-09-06,Tamarac,Office Supplies,3.444
2015-09-07,Durham,Office Supplies,140.736
2015-09-07,El Paso,Furniture,47.516
2015-09-07,New York City,Furniture,508.59
2015-09-07,New York City,Office Supplies,97.55600000000001
2015-09-07,New York City,Technology,649.93
2015-09-07,Pasadena,Office Supplies,671.93
2015-09-07,Philadelphia,Office Supplies,14.445
2015-09-07,Philadelphia,Technology,791.964
2015-09-08,Montgomery,Furniture,21.36
2015-09-08,Moreno Valley,Office Supplies,68.28
2015-09-10,Austin,Furniture,179.886
2015-09-10,Los Angeles,Furniture,106.68
2015-09-10,Los Angeles,Office Supplies,51.52
2015-09-10,New York City,Office Supplies,6.08
2015-09-10,Revere,Furniture,361.96
2015-09-10,Revere,Office Supplies,340.78
2015-09-10,Seattle,Office Supplies,353.88
2015-09-10,Tulsa,Office Supplies,14.94
2015-09-11,Aurora,Furniture,24.64
2015-09-11,New York City,Furniture,210.68
