Order Date,Sub-Category,Sales
2014-09-29,Paper,104.928
2014-09-29,Storage,4067.102
2014-09-29,Tables,2825.268
2014-09-30,Appliances,864.624
2014-09-30,Binders,43.176
2014-09-30,Furnishings,15.24
2014-09-30,Paper,64.49199999999999
2014-10-01,Fasteners,4.71
2014-10-02,Accessories,7.16
2014-10-02,Envelopes,12.768
2014-10-02,Fasteners,4.672
2014-10-02,Paper,9.408
2014-10-02,Phones,548.776
2014-10-02,Supplies,15.36
2014-10-03,Accessories,142.488
2014-10-03,Art,62.176
2014-10-03,Binders,1.788
2014-10-03,Chairs,380.631
2014-10-03,Envelopes,14.48
2014-10-03,Fasteners,19.416
2014-10-03,Furnishings,31.776
2014-10-03,Labels,4.928
2014-10-03,Storage,61.568
2014-10-03,Tables,143.432
2014-10-04,Binders,95.648
2014-10-04,Chairs,589.41
2014-10-04,Labels,43.69
2014-10-05,Accessories,99.98
2014-10-05,Appliances,91.92
2014-10-06,Accessories,9.09
2014-10-06,Binders,15.36
2014-10-06,Storage,470.26
2014-10-07,Furnishings,129.92
2014-10-07,Storage,107.44
2014-10-08,Accessories,23.472
2014-10-08,Paper,123.92
2014-10-09,Art,144.6
2014-10-09,Paper,88.768
2014-10-09,Phones,15.992
2014-10-10,Art,255.85
2014-10-10,Binders,31.142
2014-10-10,Chairs,122.352
2014-10-10,Envelopes,15.28
2014-10-10,Furnishings,46.872
2014-10-10,Machines,101.994
2014-10-10,Phones,1475.896
2014-10-11,Accessories,345.0
2014-10-11,Chairs,433.568
2014-10-11,Envelopes,209.07199999999997
2014-10-11,Furnishings,72.39
2014-10-11,Labels,7.31
2014-10-11,Storage,313.824
2014-10-12,Art,14.9
2014-10-12,Storage,21.39
2014-10-12,Supplies,22.24
2014-10-13,Accessories,48.74
2014-10-13,Appliances,213.92
2014-10-13,Art,11.52
2014-10-13,Binders,41.872
2014-10-13,Chairs,245.98
2014-10-13,Envelopes,36.4
2014-10-13,Storage,315.2
2014-10-13,Tables,1298.55
2014-10-14,Accessories,177.0
2014-10-14,Appliances,3.16
2014-10-14,Binders,25.866000000000003
2014-10-14,Chairs,1628.82
2014-10-14,Copiers,1999.96
2014-10-14,Paper,341.32800000000003
2014-10-14,Storage,349.34999999999997
2014-10-15,Chairs,183.372
2014-10-15,Furnishings,15.384
2014-10-15,Paper,7.968
2014-10-16,Accessories,179.97
2014-10-16,Binders,14.352
2014-10-17,Accessories,119.976
2014-10-17,Binders,10.78
2014-10-17,Furnishings,5.312
2014-10-18,Binders,1.344
2014-10-18,Chairs,1151.22
2014-10-18,Envelopes,52.512
2014-10-18,Paper,72.008
2014-10-18,Phones,1394.95
2014-10-18,Storage,462.88200000000006
2014-10-19,Binders,23.056
2014-10-19,Labels,18.75
2014-10-19,Paper,160.17
2014-10-19,Phones,439.12800000000004
2014-10-20,Accessories,319.968
2014-10-20,Binders,8.682
2014-10-20,Labels,24.424
2014-10-20,Paper,3.808
2014-10-20,Storage,815.6320000000001
2014-10-20,Tables,328.59
2014-10-21,Appliances,121.792
2014-10-21,Art,2.84
2014-10-21,Binders,36.36
2014-10-21,Storage,194.7
2014-10-21,Tables,1000.9100000000001
2014-10-22,Furnishings,223.808
2014-10-24,Binders,34.272
2014-10-24,Fasteners,11.85
2014-10-24,Paper,10.368
2014-10-25,Accessories,40.776
2014-10-25,Binders,63.106
2014-10-26,Furnishings,63.92
2014-10-26,Phones,383.96
2014-10-27,Paper,22.32
2014-10-28,Binders,7.184
2014-10-28,Bookcases,616.998
2014-10-28,Phones,257.98
2014-10-28,Storage,141.4
2014-10-28,Supplies,487.02
2014-10-29,Accessories,1.98
2014-10-29,Paper,75.88
2014-10-29,Phones,2735.952
2014-10-31,Accessories,251.91
2014-10-31,Art,61.64
2014-10-31,Binders,69.344
2014-10-31,Chairs,1751.2520000000002
2014-10-31,Fasteners,11.34
2014-10-31,Furnishings,32.43
2014-10-31,Paper,74.89999999999999
2014-10-31,Phones,815.9200000000001
2014-10-31,Storage,485.94
2014-10-31,Tables,1807.35
2014-11-01,Appliances,610.0600000000001
2014-11-01,Art,59.088
2014-11-01,Binders,25.560000000000002
2014-11-01,Fasteners,7.52
2014-11-01,Furnishings,100.38399999999999
2014-11-01,Labels,92.208
2014-11-01,Paper,205.036
2014-11-01,Phones,3118.784
2014-11-01,Storage,513.44
2014-11-02,Accessories,841.8599999999999
2014-11-02,Binders,19.242
2014-11-02,Furnishings,89.34
2014-11-02,Labels,34.86
2014-11-02,Phones,778.148
2014-11-02,Storage,362.92
2014-11-03,Accessories,89.97
2014-11-03,Art,6.72
2014-11-03,Binders,76.813
2014-11-03,Furnishings,410.352
2014-11-03,Paper,147.344
2014-11-03,Phones,783.96
2014-11-03,Storage,25.984
2014-11-03,Supplies,297.984
2014-11-03,Tables,945.036
2014-11-04,Accessories,360.0
2014-11-04,Appliances,58.24
2014-11-04,Art,2.94
2014-11-04,Binders,74.0
2014-11-04,Chairs,135.882
2014-11-04,Fasteners,8.376
2014-11-04,Furnishings,35.34
2014-11-04,Machines,4439.948
2014-11-04,Paper,19.44
2014-11-04,Phones,942.2840000000001
2014-11-04,Storage,43.57
2014-11-04,Tables,573.728
2014-11-05,Accessories,157.766
2014-11-05,Binders,13.194
2014-11-05,Chairs,149.9
2014-11-05,Furnishings,293.608
2014-11-05,Storage,1080.096
2014-11-06,Paper,43.68
2014-11-07,Appliances,245.88
2014-11-07,Art,120.768
2014-11-07,Binders,163.05599999999998
2014-11-07,Chairs,683.144
2014-11-07,Envelopes,74.352
2014-11-07,Fasteners,5.92
2014-11-07,Paper,56.1
2014-11-07,Storage,59.21
2014-11-07,Supplies,40.712
2014-11-08,Phones,333.576
2014-11-09,Bookcases,222.666
2014-11-09,Furnishings,56.52
2014-11-09,Paper,157.5
2014-11-09,Phones,703.968
2014-11-09,Storage,433.44
2014-11-10,Accessories,10.99
2014-11-10,Art,3.9
2014-11-10,Chairs,563.94
2014-11-10,Furnishings,93.08000000000001
2014-11-10,Labels,39.84
2014-11-10,Paper,90.92
2014-11-10,Phones,601.536
2014-11-10,Storage,598.3499999999999
2014-11-11,Accessories,102.13
2014-11-11,Appliances,30.76
2014-11-11,Art,101.432
2014-11-11,Binders,2931.808
2014-11-11,Bookcases,521.96
2014-11-11,Chairs,1514.512
2014-11-11,Furnishings,34.952
2014-11-11,Paper,678.2460000000001
2014-11-11,Phones,1525.568
2014-11-11,Storage,665.88
2014-11-11,Supplies,7.3
2014-11-12,Accessories,207.49599999999998
2014-11-12,Art,10.544
2014-11-12,Bookcases,67.9932
2014-11-12,Furnishings,25.128
2014-11-12,Paper,48.248
2014-11-12,Storage,49.632
2014-11-12,Supplies,16.656
2014-11-12,Tables,629.064
2014-11-14,Binders,68.03999999999999
2014-11-14,Chairs,69.264
2014-11-14,Paper,64.496
2014-11-14,Phones,832.93
2014-11-15,Accessories,772.47
2014-11-15,Appliances,333.056
2014-11-15,Art,4.224
2014-11-15,Envelopes,604.656
2014-11-15,Furnishings,10.11
2014-11-15,Paper,24.896
2014-11-15,Supplies,31.41
2014-11-16,Binders,29.12
2014-11-16,Bookcases,305.9745
2014-11-16,Chairs,37.296
2014-11-16,Envelopes,78.35
2014-11-16,Labels,5.22
2014-11-16,Paper,31.68
2014-11-16,Phones,353.928
2014-11-16,Storage,514.36
2014-11-17,Accessories,99.98
2014-11-17,Appliances,241.44
2014-11-17,Art,57.75
2014-11-17,Binders,2152.776
2014-11-17,Bookcases,4007.84
2014-11-17,Chairs,1137.83
2014-11-17,Envelopes,7.08
2014-11-17,Furnishings,124.41
2014-11-17,Paper,780.8380000000001
2014-11-17,Storage,2934.33
2014-11-18,Binders,82.121
2014-11-18,Bookcases,424.116
2014-11-18,Chairs,392.94
2014-11-18,Furnishings,206.396
2014-11-18,Paper,57.788
2014-11-18,Phones,549.552
2014-11-18,Storage,525.662
2014-11-18,Tables,1168.2800000000002
2014-11-19,Accessories,76.49600000000001
2014-11-19,Binders,213.08
2014-11-19,Bookcases,1025.88
2014-11-19,Labels,32.46
2014-11-19,Paper,172.32
2014-11-19,Phones,5484.6900000000005
2014-11-19,Storage,221.16
2014-11-20,Binders,12.96
2014-11-20,Envelopes,34.74
2014-11-20,Paper,25.92
2014-11-20,Phones,833.94
2014-11-21,Accessories,94.99
2014-11-21,Art,5.46
2014-11-21,Envelopes,1.632
2014-11-21,Paper,648.64
2014-11-21,Phones,304.95
2014-11-21,Storage,193.95
2014-11-22,Appliances,675.12
2014-11-22,Binders,336.808
2014-11-22,Envelopes,27.59
2014-11-22,Paper,63.78
2014-11-23,Accessories,35.534
2014-11-23,Appliances,34.176
2014-11-23,Binders,14.67
2014-11-23,Chairs,1140.732
2014-11-23,Envelopes,108.12
2014-11-23,Furnishings,6.368
2014-11-23,Labels,23.68
2014-11-24,Accessories,111.79
2014-11-24,Art,154.54399999999998
2014-11-24,Binders,17.838
2014-11-24,Chairs,731.77
2014-11-24,Furnishings,298.038
2014-11-24,Labels,196.62
2014-11-24,Paper,186.00000000000003
2014-11-24,Phones,2552.346
2014-11-24,Storage,1329.66
2014-11-25,Accessories,24.672
2014-11-25,Appliances,320.88
2014-11-25,Art,58.455999999999996
2014-11-25,Bookcases,275.952
2014-11-25,Chairs,725.344
2014-11-25,Furnishings,82.936
2014-11-25,Labels,8.424
2014-11-25,Paper,42.456
2014-11-25,Phones,539.92
2014-11-25,Storage,1117.92
2014-11-25,Tables,1218.735
2014-11-26,Appliances,40.54
2014-11-26,Binders,41.632
2014-11-26,Furnishings,19.3
2014-11-26,Labels,104.67
2014-11-26,Paper,112.472
2014-11-26,Phones,718.296
2014-11-26,Storage,669.08
2014-11-27,Fasteners,3.76
2014-11-27,Furnishings,199.9
2014-11-28,Accessories,139.93
2014-11-28,Appliances,43.68
2014-11-28,Art,27.79
2014-11-28,Binders,62.908
2014-11-28,Bookcases,411.332
2014-11-28,Envelopes,64.02
2014-11-28,Furnishings,397.6
2014-11-28,Labels,41.4
2014-11-28,Machines,998.85
2014-11-28,Paper,85.96
2014-11-28,Supplies,7.36
2014-11-29,Fasteners,43.024
2014-11-29,Labels,30.099999999999998
2014-11-29,Phones,575.92
2014-11-30,Accessories,102.24
2014-11-30,Binders,6.642
2014-11-30,Envelopes,62.28
2014-11-30,Supplies,47.992
2014-12-01,Art,46.64
2014-12-01,Chairs,4391.618
2014-12-01,Copiers,659.988
2014-12-01,Furnishings,121.988
2014-12-01,Paper,36.288
2014-12-01,Phones,367.868
2014-12-02,Accessories,245.70999999999998
2014-12-02,Appliances,2.394
2014-12-02,Art,16.464
2014-12-02,Binders,46.72
2014-12-02,Bookcases,883.92
2014-12-02,Chairs,239.84
2014-12-02,Furnishings,159.04
2014-12-02,Labels,15.66
2014-12-02,Paper,162.06
2014-12-03,Paper,25.92
2014-12-03,Phones,479.96
2014-12-04,Phones,129.98
2014-12-05,Accessories,408.744
2014-12-05,Appliances,250.26
2014-12-05,Art,1139.484
2014-12-05,Binders,29.94
2014-12-05,Envelopes,348.488
2014-12-05,Fasteners,15.0
2014-12-05,Paper,164.96800000000002
2014-12-05,Phones,384.64599999999996
2014-12-05,Storage,222.112
2014-12-06,Appliances,14.016
2014-12-06,Binders,4.6
2014-12-06,Furnishings,34.751999999999995
2014-12-06,Paper,42.208
2014-12-06,Phones,35.04
2014-12-06,Storage,1349.922
2014-12-06,Tables,490.44
2014-12-07,Art,8.64
2014-12-07,Paper,270.4
2014-12-07,Storage,269.36
2014-12-08,Accessories,103.92
2014-12-08,Binders,6.456
2014-12-08,Chairs,603.92
2014-12-08,Furnishings,119.32
2014-12-08,Labels,39.408
2014-12-08,Paper,56.048
2014-12-08,Phones,52.68
2014-12-08,Storage,99.488
2014-12-08,Supplies,13.88
2014-12-09,Appliances,20.388
2014-12-09,Copiers,1079.976
2014-12-09,Envelopes,30.672
2014-12-09,Paper,53.816
2014-12-09,Storage,337.8
2014-12-10,Binders,106.344
2014-12-10,Chairs,338.352
2014-12-10,Paper,128.64
2014-12-12,Binders,210.392
2014-12-12,Bookcases,254.9745
2014-12-12,Envelopes,23.472
2014-12-12,Furnishings,65.09
2014-12-12,Storage,8.94
2014-12-12,Tables,4375.536
2014-12-13,Binders,17.604
2014-12-13,Furnishings,182.38799999999998
2014-12-13,Paper,90.24
2014-12-13,Supplies,2.92
2014-12-14,Accessories,298.976
2014-12-14,Art,2.624
2014-12-14,Binders,14.367999999999999
2014-12-14,Chairs,186.304
2014-12-14,Fasteners,2.896
2014-12-14,Machines,6999.96
2014-12-14,Tables,136.53
2014-12-15,Chairs,1209.0819999999999
2014-12-15,Furnishings,14.704
2014-12-15,Phones,40.68
2014-12-16,Accessories,814.9480000000001
2014-12-16,Binders,1.167
2014-12-16,Chairs,2659.32
2014-12-16,Fasteners,1.984
2014-12-16,Furnishings,139.112
2014-12-16,Paper,150.488
2014-12-16,Phones,627.168
2014-12-17,Art,40.05
2014-12-17,Binders,5.484
2014-12-19,Accessories,247.8
2014-12-19,Binders,157.572
2014-12-19,Chairs,1819.86
2014-12-19,Fasteners,22.55
2014-12-19,Labels,14.62
2014-12-19,Paper,15.552
2014-12-19,Phones,1118.944
2014-12-19,Storage,32.592
2014-12-19,Supplies,7.27
2014-12-20,Accessories,585.36
2014-12-20,Appliances,62.944
2014-12-20,Art,51.43
2014-12-20,Binders,1809.384
2014-12-20,Chairs,1097.4180000000001
2014-12-20,Furnishings,242.81600000000003
2014-12-20,Labels,34.74
2014-12-20,Paper,256.288
2014-12-20,Storage,122.48
2014-12-20,Tables,2699.58
2014-12-21,Binders,18.24
2014-12-21,Chairs,1897.92
2014-12-21,Labels,17.28
2014-12-22,Art,11.76
2014-12-22,Binders,314.616
2014-12-22,Paper,124.032
2014-12-22,Storage,348.56
2014-12-23,Appliances,263.76
2014-12-23,Art,1.344
2014-12-23,Chairs,64.784
2014-12-23,Paper,50.711999999999996
2014-12-23,Storage,508.192
2014-12-23,Tables,53.316
2014-12-24,Accessories,62.85
2014-12-24,Appliances,375.93
2014-12-24,Chairs,292.272
2014-12-24,Furnishings,54.349999999999994
2014-12-24,Paper,9.568
2014-12-24,Phones,992.0319999999999
2014-12-24,Storage,163.20000000000002
2014-12-26,Appliances,116.208
2014-12-26,Art,8.016
2014-12-26,Binders,87.28999999999999
2014-12-26,Chairs,830.91
2014-12-26,Fasteners,27.552
2014-12-26,Furnishings,522.248
2014-12-26,Paper,18.264
2014-12-26,Storage,419.01599999999996
2014-12-26,Supplies,11.91
2014-12-27,Accessories,498.0
2014-12-27,Appliances,10.98
2014-12-27,Binders,988.804
2014-12-27,Chairs,997.494
2014-12-27,Fasteners,7.86
2014-12-27,Furnishings,215.304
2014-12-27,Labels,11.56
2014-12-27,Paper,36.760000000000005
2014-12-27,Storage,199.626
2014-12-28,Appliances,1737.18
2014-12-28,Art,99.136
2014-12-28,Paper,141.76
2014-12-28,Storage,1703.0700000000002
2014-12-28,Supplies,51.15
2014-12-29,Accessories,119.8
2014-12-29,Appliances,48.36
2014-12-29,Binders,14.352
2014-12-29,Furnishings,143.172
2014-12-29,Labels,363.57
2014-12-29,Machines,767.952
2014-12-29,Paper,21.12
2014-12-29,Phones,535.9200000000001
2014-12-29,Storage,57.849999999999994
2014-12-30,Accessories,75.952
2014-12-30,Appliances,122.94
2014-12-30,Art,9.84
2014-12-30,Binders,589.7189999999999
2014-12-30,Envelopes,12.984
2014-12-30,Phones,798.3240000000001
2014-12-30,Storage,39.128
2014-12-30,Tables,523.764
2014-12-31,Accessories,1884.07
2014-12-31,Art,29.68
2014-12-31,Bookcases,1915.448
2014-12-31,Chairs,605.88
2014-12-31,Envelopes,49.568
2014-12-31,Furnishings,63.2
2014-12-31,Labels,18.9
2014-12-31,Paper,210.57999999999998
2014-12-31,Phones,475.944
2015-01-02,Accessories,89.584
2015-01-02,Art,9.84
2015-01-02,Bookcases,452.45
2015-01-02,Labels,23.68
2015-01-02,Machines,1188.0
2015-01-02,Paper,20.04
2015-01-02,Phones,62.982
2015-01-02,Storage,85.52
2015-01-03,Accessories,398.4
2015-01-03,Art,7.056
2015-01-03,Bookcases,1352.3976
2015-01-03,Paper,10.368
2015-01-04,Binders,32.34
2015-01-04,Furnishings,192.22
2015-01-04,Paper,39.9
2015-01-05,Appliances,87.36
2015-01-05,Art,59.52
2015-01-05,Binders,69.328
2015-01-05,Chairs,61.584
2015-01-05,Envelopes,17.48
2015-01-06,Binders,1.938
2015-01-06,Paper,29.6
2015-01-09,Appliances,163.44
2015-01-09,Art,42.76
2015-01-09,Paper,157.87
2015-01-10,Tables,1018.104
2015-01-12,Accessories,10.384
2015-01-12,Art,10.368
2015-01-12,Phones,368.682
2015-01-12,Storage,465.18
2015-01-13,Binders,70.008
2015-01-13,Furnishings,542.45
2015-01-13,Labels,9.82
2015-01-17,Art,6.68
2015-01-17,Furnishings,254.744
2015-01-17,Supplies,88.96
2015-01-19,Chairs,199.304
2015-01-19,Tables,102.438
2015-01-23,Labels,14.62
2015-01-23,Paper,29.04
2015-01-24,Art,13.12
2015-01-26,Paper,182.72
2015-01-27,Chairs,2985.906
2015-01-27,Phones,587.346
2015-01-28,Tables,4297.644
2015-01-30,Furnishings,227.36
2015-01-30,Machines,1919.976
2015-01-30,Paper,14.304
2015-01-31,Binders,32.96
2015-01-31,Furnishings,53.34
2015-01-31,Paper,12.96
2015-02-03,Accessories,149.97
2015-02-03,Binders,12.144
2015-02-03,Chairs,90.882
2015-02-03,Envelopes,74.52
2015-02-03,Furnishings,165.32
2015-02-06,Accessories,18.528
2015-02-06,Art,10.96
2015-02-06,Binders,2.934
2015-02-06,Bookcases,283.92
2015-02-06,Chairs,1268.82
2015-02-06,Paper,29.9
2015-02-06,Storage,817.482
2015-02-07,Envelopes,311.15
2015-02-07,Paper,12.96
2015-02-08,Art,5.76
2015-02-08,Fasteners,5.81
2015-02-08,Paper,9.54
2015-02-08,Phones,107.982
2015-02-09,Accessories,500.752
2015-02-09,Chairs,203.92
2015-02-09,Furnishings,40.784
2015-02-09,Labels,40.096
2015-02-10,Storage,77.24
2015-02-14,Accessories,71.976
2015-02-14,Art,14.352
2015-02-14,Binders,43.662
2015-02-14,Phones,949.972
2015-02-15,Accessories,139.95
2015-02-15,Appliances,541.44
2015-02-15,Binders,53.239999999999995
2015-02-15,Paper,32.8
2015-02-15,Phones,834.95
2015-02-16,Labels,87.71
2015-02-16,Paper,72.72
2015-02-18,Labels,70.3
2015-02-18,Tables,35.544
2015-02-20,Accessories,29.99
2015-02-20,Art,286.79
2015-02-21,Binders,2541.98
2015-02-21,Paper,49.12
2015-02-22,Art,79.36
2015-02-23,Appliances,26.88
2015-02-23,Binders,10.896
2015-02-25,Labels,3.15
2015-02-25,Paper,22.72
2015-02-27,Accessories,538.92
2015-02-27,Art,16.032
2015-02-27,Binders,4.419
2015-02-27,Phones,105.98
2015-02-27,Tables,493.92
2015-02-28,Chairs,551.264
2015-03-01,Appliances,3.552
2015-03-01,Art,55.328
2015-03-01,Binders,58.72
2015-03-01,Bookcases,1227.9984
2015-03-01,Chairs,184.752
2015-03-01,Phones,111.824
2015-03-02,Art,10.16
2015-03-02,Envelopes,101.88
2015-03-02,Tables,787.53
2015-03-05,Accessories,10.312
2015-03-05,Appliances,241.67
2015-03-05,Binders,13.768
2015-03-05,Chairs,482.97900000000004
2015-03-05,Envelopes,29.34
2015-03-05,Fasteners,7.104
2015-03-05,Furnishings,38.28
2015-03-05,Phones,521.998
2015-03-05,Storage,623.816
2015-03-06,Copiers,1119.984
2015-03-06,Furnishings,435.26
2015-03-07,Accessories,119.85
2015-03-07,Binders,99.72
2015-03-07,Phones,587.97
2015-03-08,Art,18.388
2015-03-08,Binders,8.568
2015-03-08,Bookcases,512.94
2015-03-08,Chairs,860.93
2015-03-08,Furnishings,373.08
2015-03-08,Paper,19.44
2015-03-08,Phones,769.95
2015-03-09,Accessories,113.52
2015-03-09,Labels,4.608
2015-03-09,Phones,359.88
2015-03-10,Binders,1.112
2015-03-10,Storage,89.82
2015-03-12,Envelopes,8.688
2015-03-12,Furnishings,37.288
2015-03-12,Labels,5.04
2015-03-13,Bookcases,141.96
2015-03-13,Chairs,915.136
2015-03-13,Furnishings,327.76
2015-03-14,Binders,671.94
2015-03-14,Labels,16.52
2015-03-14,Paper,19.44
2015-03-15,Phones,16.776
2015-03-16,Art,28.6
2015-03-16,Binders,6354.95
2015-03-16,Envelopes,7.38
2015-03-16,Furnishings,43.13
2015-03-16,Labels,491.55
2015-03-16,Phones,85.9
2015-03-16,Storage,46.74
2015-03-16,Tables,171.96
2015-03-17,Accessories,15.02
2015-03-17,Storage,33.82
2015-03-19,Binders,17.568
2015-03-19,Bookcases,383.4656
2015-03-19,Copiers,3149.93
2015-03-19,Fasteners,10.9
2015-03-19,Labels,14.62
2015-03-19,Paper,341.88
2015-03-19,Phones,453.576
2015-03-19,Storage,1247.64
2015-03-19,Supplies,33.36
2015-03-20,Binders,1140.2959999999998
2015-03-20,Envelopes,23.99
2015-03-20,Fasteners,18.864
2015-03-20,Paper,51.84
2015-03-20,Phones,199.98
2015-03-20,Storage,113.224
2015-03-21,Appliances,962.08
2015-03-21,Binders,12.843
2015-03-21,Paper,295.456
2015-03-22,Accessories,466.336
2015-03-22,Art,19.56
2015-03-22,Binders,14.112
2015-03-22,Furnishings,91.96
2015-03-22,Paper,105.52
2015-03-22,Phones,1503.96
2015-03-22,Storage,279.976
2015-03-23,Accessories,239.97
2015-03-23,Chairs,107.772
2015-03-23,Fasteners,31.56
2015-03-23,Paper,226.07999999999998
2015-03-23,Storage,27.92
2015-03-24,Appliances,6.992
2015-03-24,Bookcases,359.058
2015-03-24,Furnishings,46.9
2015-03-26,Accessories,16.776
2015-03-26,Appliances,13.11
2015-03-26,Paper,114.384
2015-03-26,Storage,1085.42
2015-03-26,Tables,3393.68
2015-03-27,Storage,83.7
2015-03-28,Accessories,166.24
2015-03-28,Envelopes,22.92
2015-03-28,Paper,54.184
2015-03-29,Accessories,53.25
2015-03-29,Appliances,73.28
2015-03-29,Art,5.56
2015-03-29,Chairs,1166.92
2015-03-29,Furnishings,19.92
2015-03-29,Paper,240.14999999999998
2015-03-30,Chairs,366.744
2015-03-30,Paper,23.52
2015-03-30,Phones,180.96
2015-03-31,Furnishings,22.38
2015-03-31,Paper,98.376
2015-03-31,Phones,79.96
2015-04-02,Accessories,98.096
2015-04-02,Appliances,32.192
2015-04-02,Binders,9.156
2015-04-02,Machines,71.976
2015-04-02,Phones,87.8
2015-04-04,Appliances,644.076
2015-04-04,Art,11.16
2015-04-04,Binders,104.192
2015-04-04,Copiers,599.98
2015-04-04,Fasteners,5.84
2015-04-04,Furnishings,108.4
2015-04-04,Phones,10.95
2015-04-05,Accessories,239.94
2015-04-05,Appliances,98.112
2015-04-05,Art,23.84
2015-04-05,Binders,168.222
2015-04-05,Bookcases,352.45
2015-04-05,Chairs,892.224
2015-04-05,Furnishings,554.7199999999999
2015-04-05,Labels,23.904
2015-04-05,Phones,56.838
2015-04-05,Storage,563.808
2015-04-06,Accessories,25.488
2015-04-06,Art,42.048
2015-04-06,Binders,16.548000000000002
2015-04-06,Paper,55.92
2015-04-07,Accessories,383.952
2015-04-07,Appliances,463.248
2015-04-07,Art,11.736
2015-04-07,Paper,25.92
2015-04-07,Storage,22.58
2015-04-09,Appliances,370.14
2015-04-09,Storage,17.94
2015-04-09,Tables,369.912
2015-04-10,Art,14.67
2015-04-10,Binders,12.832
2015-04-10,Storage,142.04
2015-04-11,Accessories,85.14
2015-04-11,Appliances,406.6
2015-04-11,Copiers,639.968
2015-04-11,Furnishings,121.888
2015-04-11,Paper,52.76
2015-04-11,Phones,21.99
2015-04-12,Storage,40.74
2015-04-13,Accessories,199.96
2015-04-13,Appliances,75.84
2015-04-13,Binders,17.43
2015-04-13,Furnishings,37.68
2015-04-13,Paper,85.92
2015-04-13,Phones,978.472
2015-04-13,Storage,10.744
2015-04-13,Supplies,12.88
2015-04-13,Tables,1773.752
2015-04-14,Appliances,35.208
2015-04-16,Accessories,43.56
2015-04-16,Appliances,45.216
2015-04-16,Art,7.872
2015-04-16,Binders,64.61
2015-04-16,Bookcases,523.26
2015-04-16,Chairs,127.764
2015-04-16,Copiers,1439.968
2015-04-16,Fasteners,24.44
2015-04-16,Furnishings,1196.86
2015-04-16,Phones,688.422
2015-04-17,Accessories,422.97
2015-04-17,Appliances,1447.65
2015-04-17,Art,16.27
2015-04-17,Binders,62.296
2015-04-17,Paper,11.96
2015-04-17,Phones,783.96
2015-04-18,Accessories,147.924
2015-04-18,Art,82.224
2015-04-18,Binders,44.007999999999996
2015-04-18,Chairs,146.676
2015-04-18,Furnishings,6.16
2015-04-18,Labels,97.11000000000001
2015-04-18,Paper,77.512
2015-04-18,Phones,342.736
2015-04-18,Storage,1062.61
2015-04-19,Appliances,19.568
2015-04-19,Binders,310.392
2015-04-20,Envelopes,180.96
2015-04-20,Furnishings,595.38
2015-04-20,Paper,130.416
2015-04-20,Phones,287.97
2015-04-21,Binders,21.3
2015-04-21,Chairs,191.96
2015-04-21,Furnishings,209.88
2015-04-21,Phones,469.95
2015-04-22,Art,64.14
2015-04-22,Phones,88.776
2015-04-24,Art,25.99
2015-04-25,Appliances,478.83
2015-04-25,Art,57.75
2015-04-25,Binders,13.944
2015-04-25,Chairs,128.058
2015-04-25,Envelopes,21.34
2015-04-25,Storage,221.024
2015-04-26,Art,62.144000000000005
2015-04-26,Binders,50.352
2015-04-26,Chairs,1304.294
2015-04-26,Furnishings,97.04
2015-04-26,Phones,311.976
2015-04-26,Storage,72.784
2015-04-26,Tables,191.5155
2015-04-27,Appliances,43.56
2015-04-27,Art,22.74
2015-04-27,Chairs,1267.53
2015-04-27,Machines,1379.92
2015-04-27,Supplies,5.84
2015-04-28,Appliances,195.384
2015-04-28,Binders,3825.1459999999997
2015-04-28,Storage,23.832
2015-04-29,Paper,7.968
2015-04-30,Art,34.65
2015-04-30,Chairs,213.115
2015-04-30,Furnishings,65.18
2015-04-30,Paper,6.48
2015-04-30,Phones,1252.27
2015-05-01,Art,172.704
2015-05-01,Binders,12.176
2015-05-01,Furnishings,63.552
2015-05-01,Phones,88.752
2015-05-01,Storage,37.32
2015-05-01,Supplies,76.436
2015-05-02,Labels,8.856
2015-05-02,Phones,158.376
2015-05-03,Accessories,367.512
2015-05-03,Appliances,41.896
2015-05-03,Art,68.724
2015-05-03,Binders,125.912
2015-05-03,Chairs,844.116
2015-05-03,Furnishings,665.88
2015-05-03,Paper,7.968
2015-05-03,Storage,76.752
2015-05-04,Art,125.93
2015-05-04,Furnishings,49.088
2015-05-04,Phones,946.344
2015-05-07,Paper,61.616
2015-05-07,Tables,244.006
2015-05-08,Art,5.248
2015-05-08,Binders,43.98
2015-05-08,Chairs,127.764
2015-05-08,Copiers,2799.944
2015-05-08,Furnishings,211.752
2015-05-08,Paper,57.379999999999995
2015-05-08,Phones,377.97
2015-05-08,Supplies,357.93
2015-05-09,Binders,48.81
2015-05-10,Accessories,46.688
2015-05-10,Appliances,70.97
2015-05-10,Art,36.784
2015-05-11,Chairs,191.968
2015-05-12,Binders,14.592
2015-05-12,Furnishings,21.968
2015-05-12,Paper,166.42399999999998
2015-05-12,Phones,820.7360000000001
2015-05-12,Storage,36.63
2015-05-13,Fasteners,16.0
2015-05-13,Phones,222.384
2015-05-14,Art,200.968
2015-05-14,Binders,23.484
2015-05-14,Bookcases,509.9575
2015-05-14,Chairs,819.92
2015-05-14,Envelopes,200.984
2015-05-14,Furnishings,122.91
2015-05-14,Labels,145.05599999999998
2015-05-14,Storage,1117.92
2015-05-15,Envelopes,17.94
2015-05-15,Storage,51.968
2015-05-16,Accessories,255.968
2015-05-17,Binders,33.28
2015-05-17,Labels,31.5
